"71","Can change Autor","24","change_autor"
"72","Can delete Autor","24","delete_autor"
"73","Can add Fuente","25","add_fuente"
"74","Can change Fuente","25","change_fuente"
"75","Can delete Fuente","25","delete_fuente"
"76","Can add Ejecutivo de Medio","26","add_ejecutivo"
"77","Can change Ejecutivo de Medio","26","change_ejecutivo"
"78","Can delete Ejecutivo de Medio","26","delete_ejecutivo"
"79","Can add Miembro Directorio","27","add_empresario"
"80","Can change Miembro Directorio","27","change_empresario"
"81","Can delete Miembro Directorio","27","delete_empresario"
"82","Can add Género Medio Escrito","28","add_generoescrito"
"83","Can change Género Medio Escrito","28","change_generoescrito"
"84","Can delete Género Medio Escrito","28","delete_generoescrito"
"85","Can add Departamento","29","add_region"
"86","Can change Departamento","29","change_region"
"87","Can delete Departamento","29","delete_region"
"88","Can add Municipio","30","add_ciudad"
"89","Can change Municipio","30","change_ciudad"
"90","Can delete Municipio","30","delete_ciudad"
"91","Can add Sector de Actividad Socio","31","add_sector"
"92","Can change Sector de Actividad Socio","31","change_sector"
"93","Can delete Sector de Actividad Socio","31","delete_sector"
"94","Can add Periodicidad","32","add_periodicidad"
"95","Can change Periodicidad","32","change_periodicidad"
"96","Can delete Periodicidad","32","delete_periodicidad"
"97","Can add Tipo Sociedad","33","add_tiposociedad"
"98","Can change Tipo Sociedad","33","change_tiposociedad"
"99","Can delete Tipo Sociedad","33","delete_tiposociedad"
"100","Can add Socio","34","add_sociedad"
"101","Can change Socio","34","change_sociedad"
"102","Can delete Socio","34","delete_sociedad"
"103","Can add Empresa Controladora","35","add_propietario"
"104","Can change Empresa Controladora","35","change_propietario"
"105","Can delete Empresa Controladora","35","delete_propietario"
"106","Can add Medio Escrito","36","add_escrito"
"107","Can change Medio Escrito","36","change_escrito"
"108","Can delete Medio Escrito","36","delete_escrito"
"109","Can add Género Radio","37","add_generoradio"
"110","Can change Género Radio","37","change_generoradio"
"111","Can delete Género Radio","37","delete_generoradio"
"112","Can add Radio","38","add_radio"
"113","Can change Radio","38","change_radio"
"114","Can delete Radio","38","delete_radio"
"115","Can add Género Canal TV","39","add_generocanaltv"
"116","Can change Género Canal TV","39","change_generocanaltv"
"117","Can delete Género Canal TV","39","delete_generocanaltv"
"118","Can add Canal de TV","40","add_canaltv"
"119","Can change Canal de TV","40","change_canaltv"
"120","Can delete Canal de TV","40","delete_canaltv"
"121","Can add Género Medio Digital","41","add_generomediodigital"
"122","Can change Género Medio Digital","41","change_generomediodigital"
"123","Can delete Género Medio Digital","41","delete_generomediodigital"
"124","Can add Medio Digital","42","add_mediodigital"
"125","Can change Medio Digital","42","change_mediodigital"
"126","Can delete Medio Digital","42","delete_mediodigital"
"127","Can add Autor","43","add_autor"
"128","Can change Autor","43","change_autor"
"129","Can delete Autor","43","delete_autor"
"130","Can add Fuente","44","add_fuente"
"131","Can change Fuente","44","change_fuente"
"132","Can delete Fuente","44","delete_fuente"
"133","Can add Tipo de Regulación","45","add_tipodocumento"
"134","Can change Tipo de Regulación","45","change_tipodocumento"
"135","Can delete Tipo de Regulación","45","delete_tipodocumento"
"136","Can add Regulación","46","add_regulacion"
"137","Can change Regulación","46","change_regulacion"
"138","Can delete Regulación","46","delete_regulacion"
"139","Can add Tipo de Regulación","47","add_tipodocumento"
"140","Can change Tipo de Regulación","47","change_tipodocumento"
"141","Can delete Tipo de Regulación","47","delete_tipodocumento"
"142","Can add Regulación","48","add_regulacion"
"143","Can change Regulación","48","change_regulacion"
"144","Can delete Regulación","48","delete_regulacion"
"145","Can add Comuna","49","add_comuna"
"146","Can change Comuna","49","change_comuna"
"147","Can delete Comuna","49","delete_comuna"
"148","Can add País","50","add_paissociedad"
"149","Can change País","50","change_paissociedad"
"150","Can delete País","50","delete_paissociedad"
"151","Can add País","51","add_paissociedad"
"152","Can change País","51","change_paissociedad"
"153","Can delete País","51","delete_paissociedad"
"154","Can add porcentaje propietario","52","add_porcentajepropietario"
"155","Can change porcentaje propietario","52","change_porcentajepropietario"
"156","Can delete porcentaje propietario","52","delete_porcentajepropietario"
"157","Can add Cargo","53","add_cargo"
"158","Can change Cargo","53","change_cargo"
"159","Can delete Cargo","53","delete_cargo"
"160","Can add Cargo Ejectutivo","54","add_cargoejecutivo"
"161","Can change Cargo Ejectutivo","54","change_cargoejecutivo"
"162","Can delete Cargo Ejectutivo","54","delete_cargoejecutivo"
"1","pbkdf2_sha256$12000$hRxCzW4aqEPL$dsaoIhV7ZtI5Ss7X2tjc6IQke4zrW+tPpxYvZcqj67g=","2015-02-03 15:35:33","1","admin",,,"felipe.perry@gmail.com","1","1","2015-01-07 21:49:30"
"1","2015-01-08 21:38:57","1","lllllll","1",,"36","1"
"2","2015-01-08 21:39:07","1","lllllll","3",,"36","1"
"3","2015-01-09 03:16:26","11","Teleantioquia","2","Changed sitioweb.","40","1"
"4","2015-01-09 03:16:45","10","CANAL TRO - TRO LTDA","2","Changed sitioweb.","40","1"
"5","2015-01-09 03:17:00","9","Telecafe ","2","Changed sitioweb.","40","1"
"6","2015-01-09 03:20:34","160","Ondas del Meta 1170 AM ","2","Changed sitioweb.","38","1"
"7","2015-01-09 03:21:02","160","Ondas del Meta 1170 AM ","2","No fields changed.","38","1"
"8","2015-01-09 03:21:23","154","Emisora Policía Nacional","2","Changed sitioweb.","38","1"
"9","2015-01-09 03:31:48","1","Johanna Molano","1",,"26","1"
"10","2015-01-09 03:32:00","2","Elsa Patricia Peniche Martinez","1",,"26","1"
"11","2015-01-09 03:32:11","3","Gustavo Pérez Mier","1",,"26","1"
"12","2015-01-09 03:32:21","4","William Salleg Tabaoda","1",,"26","1"
"13","2015-01-09 03:32:31","5","Alfonso José Luna Geller","1",,"26","1"
"14","2015-01-09 03:32:38","6","María Pia Duque Rengifo","1",,"26","1"
"15","2015-01-09 03:32:46","7","Miguel Angel Rojas Arias","1",,"26","1"
"16","2015-01-09 03:32:55","8","Deyanira Castro Cárdenas","1",,"26","1"
"17","2015-01-09 03:33:03","9","María Elvira Dominguez Lloreda","1",,"26","1"
"18","2015-01-09 03:33:11","10","Rosa María Agudelo Ayerbe","1",,"26","1"
"19","2015-01-09 03:33:22","11","Marco Leonardo Esponosa","1",,"26","1"
"20","2015-01-09 03:33:45","12","Climaco Rojas Atencio","1",,"26","1"
"21","2015-01-09 03:40:49","181","Emisora Policía Nacional","2","Changed sitioweb.","38","1"
"22","2015-01-09 03:41:01","195","Radio Activa","2","Changed sitioweb.","38","1"
"23","2015-01-09 03:41:15","187","Ondas del Meta 1170 AM ","2","Changed sitioweb.","38","1"
"24","2015-01-09 22:04:29","1","Generalista","1",,"39","1"
"25","2015-01-09 22:04:38","2","Infantil","1",,"39","1"
"26","2015-01-09 22:04:49","3","Musical","1",,"39","1"
"27","2015-01-09 22:05:23","3","Música","2","Changed genero.","39","1"
"28","2015-01-09 22:05:33","4","Deportes","1",,"39","1"
"29","2015-01-09 22:05:42","5","Noticias","1",,"39","1"
"30","2015-01-09 22:06:04","1","Generalista","1",,"28","1"
"31","2015-01-09 22:06:21","2","Economía y Empresas","1",,"28","1"
"32","2015-01-09 22:06:30","3","Deportes","1",,"28","1"
"33","2015-01-09 22:09:37","4","Espectáculos","1",,"28","1"
"34","2015-01-09 22:10:52","5","Medio Ambiente","1",,"28","1"
"35","2015-01-09 22:15:30","1","I Región de Tarapacá","1",,"10","1"
"36","2015-01-09 22:15:56","2","II Región de Antofagasta","1",,"10","1"
"37","2015-01-09 22:16:09","3","III Región de Atacama","1",,"10","1"
"38","2015-01-09 22:16:23","4","IV Región de Coquimbo","1",,"10","1"
"39","2015-01-09 22:16:38","5","V Región de Valparaíso","1",,"10","1"
"40","2015-01-09 22:16:47","6","Región Metropolitana","1",,"10","1"
"41","2015-01-09 22:49:37","7","VI Región del Libertador General Bernardo O'Higgins","1",,"10","1"
"42","2015-01-13 00:25:58","6","Madres","1",,"28","1"
"43","2015-01-13 00:30:21","157","ABC del Bebé","2","Changed genero and sitioweb.","36","1"
"44","2015-01-13 00:32:12","7","Hombres","1",,"28","1"
"45","2015-01-13 00:33:34","156","Don Juan","2","Changed genero and sitioweb.","36","1"
"46","2015-01-13 00:38:15","1","Casa Editorial El Tiempo","1",,"35","1"
"47","2015-01-13 00:38:51","155","Revista Alo","2","Changed inicioyear, sitioweb and propietario.","36","1"
"48","2015-01-13 00:40:41","1","Mensual","1",,"32","1"
"49","2015-01-13 00:40:49","157","ABC del Bebé","2","Changed periodicidad and propietario.","36","1"
"50","2015-01-13 00:41:16","156","Don Juan","2","Changed periodicidad and propietario.","36","1"
"51","2015-01-13 00:47:07","2","Casa Editorial Welcome","1",,"35","1"
"52","2015-01-13 00:47:26","154","El Isleño","2","Changed tipo, genero and propietario.","36","1"
"53","2015-01-13 00:56:00","13","Hernando Suárez Burgos","1",,"26","1"
"54","2015-01-13 00:56:26","153","Diario del Sur","2","Changed tipo and gerentegeneral.","36","1"
"55","2015-01-13 01:01:59","152","El Líder Diario Caqueteño","2","Changed tipo and genero.","36","1"
"56","2015-01-13 01:02:17","153","Diario del Sur","2","Changed tipo.","36","1"
"57","2015-01-13 01:02:32","154","El Isleño","2","Changed tipo.","36","1"
"58","2015-01-13 01:02:51","153","Diario del Sur","2","Changed genero.","36","1"
"59","2015-01-13 01:07:43","151","La Guajira Hoy","2","Changed tipo and genero.","36","1"
"60","2015-01-13 01:11:33","14","Amalia Sampedro Laguna","1",,"26","1"
"61","2015-01-13 01:12:18","151","La Guajira Hoy","2","Changed director and gerentegeneral.","36","1"
"62","2015-01-13 01:15:22","150","El Heraldo La Guajira","2","Changed tipo and genero.","36","1"
"63","2015-01-13 01:16:18","149","Q´hubo Valledupar","2","Changed tipo.","36","1"
"64","2015-01-13 01:16:36","149","Q´hubo Valledupar","2","Changed genero.","36","1"
"65","2015-01-13 01:18:14","148","El Pilón","2","Changed tipo and genero.","36","1"
"66","2015-01-13 01:23:06","3","Galvis Ramírez Y Cia S.A","1",,"35","1"
"67","2015-01-13 01:24:00","147","Q´hubo Ibagué","2","Changed tipo, genero and propietario.","36","1"
"68","2015-01-13 02:27:28","1","Noticioso","1",,"41","1"
"69","2015-01-13 02:54:28","2","Generalista","1",,"41","1"
"70","2015-01-13 02:57:47","1","El Tiempo.com","1",,"42","1"
"71","2015-01-13 02:59:21","15","Roberto Pombo Holguín","1",,"26","1"
"72","2015-01-13 03:04:24","1","El Tiempo.com","2","Changed director and asociadoaescrito.","42","1"
"73","2015-01-13 03:10:38","16","Fidel Cano Correa","1",,"26","1"
"74","2015-01-13 03:11:30","17","Wilson Santiago Diaz Castro","1",,"26","1"
"75","2015-01-13 03:13:22","2","El Espectador","1",,"42","1"
"76","2015-01-13 03:21:51","2","El Espectador","2","Changed inicio and inicioyear.","42","1"
"78","2015-01-14 18:00:39","1","Pasteleria","1",,"15","1"
"79","2015-01-14 18:00:53","1","Pasteleria","3",,"15","1"
"81","2015-01-14 18:04:00","1","uno","1",,"34","1"
"82","2015-01-14 18:04:13","1","uno","3",,"34","1"
"83","2015-01-14 18:23:23","3","Canal RCN","1",,"42","1"
"84","2015-01-14 18:41:11","1","Antioquia","1",,"29","1"
"85","2015-01-14 18:41:36","18","Jorge Iván Pareja Castaño","1",,"26","1"
"86","2015-01-14 18:41:52","19","Mauricio Tobón Franco","1",,"26","1"
"87","2015-01-14 18:42:18","4","Minuto 30","1",,"42","1"
"88","2015-01-14 18:49:02","2","Cundinamarca","1",,"29","1"
"89","2015-01-14 18:49:21","1","Bogotá","1",,"30","1"
"90","2015-01-14 18:49:33","5","Semana.com","1",,"42","1"
"91","2015-01-14 18:50:18","20","Alejandro Santos","1",,"26","1"
"92","2015-01-14 18:50:35","21","Isabel Cristina Valle Villa","1",,"26","1"
"93","2015-01-14 18:52:09","5","Semana.com","2","Changed director, gerentegeneral and asociadoaescrito.","42","1"
"94","2015-01-14 19:28:23","6","Noticiasrcn.com","1",,"42","1"
"95","2015-01-14 19:45:34","4","Publicaciones Semana S.A.","1",,"35","1"
"96","2015-01-14 19:48:54","22","Armando Neira","1",,"26","1"
"97","2015-01-14 19:49:12","23","Elena Mesa Zuleta","1",,"26","1"
"98","2015-01-14 19:50:44","5","Semana.com","2","Changed direccion, director, gerentegeneral and propietario.","42","1"
"99","2015-01-14 21:41:02","156","Don Juan","2","Changed direccion and telefono.","36","1"
"100","2015-01-14 22:00:04","157","ABC del Bebé","2","Changed direccion and telefono.","36","1"
"101","2015-01-14 22:02:01","156","Don Juan","2","Changed direccion and telefono.","36","1"
"102","2015-01-14 22:03:13","8","Entretenimiento","1",,"28","1"
"103","2015-01-14 22:14:00","155","Revista Alo","2","Changed genero.","36","1"
"104","2015-01-15 14:07:26","150","El Heraldo La Guajira","3",,"36","1"
"105","2015-01-15 14:07:42","118","El Heraldo Magdalena","3",,"36","1"
"106","2015-01-15 14:08:05","112","El Heraldo Bolívar","3",,"36","1"
"107","2015-01-15 15:06:17","2","Semanal","1",,"32","1"
"108","2015-01-15 15:11:47","24","Marco Leonardo Espinosa","1",,"26","1"
"109","2015-01-15 15:13:36","146","Entérese","2","Changed tipo, periodicidad, director and telefono.","36","1"
"110","2015-01-15 16:25:46","145","El Diario","2","Changed tipo, periodicidad and telefono.","36","1"
"111","2015-01-15 16:26:07","146","Entérese","2","Changed genero.","36","1"
"112","2015-01-15 16:26:28","145","El Diario","2","Changed genero.","36","1"
"113","2015-01-15 16:28:02","144","Puente Boyacense","2","Changed tipo and genero.","36","1"
"114","2015-01-15 16:37:37","143","Boyacá Siete Días","2","Changed tipo and genero.","36","1"
"115","2015-01-15 16:41:41","3","Diario","1",,"32","1"
"116","2015-01-15 16:41:47","142","Extra Cali","2","Changed tipo, genero and periodicidad.","36","1"
"117","2015-01-15 16:42:57","144","Puente Boyacense","2","Changed periodicidad.","36","1"
"118","2015-01-15 16:44:54","5","Grupo Editorial del Periódico SAS","1",,"35","1"
"119","2015-01-15 16:46:27","142","Extra Cali","2","Changed tipo and propietario.","36","1"
"120","2015-01-15 16:50:35","4","Lunes a sábado","1",,"32","1"
"121","2015-01-15 16:50:50","143","Boyacá Siete Días","2","Changed tipo and periodicidad.","36","1"
"122","2015-01-15 16:58:01","25","Mauricio Ríos Giraldo","1",,"26","1"
"123","2015-01-15 16:59:59","139","El Diario de Occidente","2","Changed tipo and director.","36","1"
"124","2015-01-15 17:08:21","138","El País de Cali","2","Changed tipo, genero, director and gerentegeneral.","36","1"
"125","2015-01-15 17:12:20","26","Rubén Darío Valencia","1",,"26","1"
"126","2015-01-15 17:12:51","137","Q´hubo Cali","2","Changed tipo, genero, director and gerentegeneral.","36","1"
"127","2015-01-15 17:19:57","136","ADN Cali","2","Changed tipo, genero, periodicidad and propietario.","36","1"
"128","2015-01-15 17:23:42","135","Q´hubo Villavicencio","2","Changed tipo, genero, periodicidad and propietario.","36","1"
"129","2015-01-15 17:24:57","134","Llano Siete Días","2","Changed tipo, genero, periodicidad and propietario.","36","1"
"130","2015-01-15 17:26:50","133","Extra Llanos","2","Changed tipo, genero, periodicidad and propietario.","36","1"
"131","2015-01-15 18:14:36","6","La Crónica SAS","1",,"35","1"
"132","2015-01-15 18:16:55","27","Sandra Cecilia Macias Palacio","1",,"26","1"
"133","2015-01-15 18:17:05","132","Crónica del Quindio","2","Changed tipo, genero, periodicidad, director, gerentegeneral, propietario and telefono.","36","1"
"134","2015-01-15 18:19:54","131","El Nuevo Día","2","Changed tipo, genero and telefono.","36","1"
"135","2015-01-15 18:31:47","130","Extra Huila","2","Changed tipo, genero, direccion, sitioweb, propietario and telefono.","36","1"
"136","2015-01-15 18:32:07","130","Extra Huila","2","Changed tipo.","36","1"
"137","2015-01-15 18:33:04","7","Editora del Huila Ltda","1",,"35","1"
"138","2015-01-15 18:34:37","28","Luisa María Duque Cerón","1",,"26","1"
"139","2015-01-15 18:34:53","129","Diario del Huila","2","Changed tipo, genero, periodicidad, director, gerentegeneral and propietario.","36","1"
"140","2015-01-15 18:37:44","29","David Luna","1",,"26","1"
"141","2015-01-15 18:38:10","128","Proclama del Cauca","2","Changed tipo, genero, periodicidad, director and gerentegeneral.","36","1"
"142","2015-01-15 18:41:21","127","Diario del Cauca","2","Changed tipo, genero, periodicidad and propietario.","36","1"
"143","2015-01-15 18:44:08","8","Casa Editorial de la Sabana SAS","1",,"35","1"
"144","2015-01-15 18:49:31","126","El Meridiano de Córdoba","2","Changed tipo, genero, periodicidad, director and propietario.","36","1"
"145","2015-01-15 18:51:30","125","El Propio de Córdoba","2","Changed tipo, genero, periodicidad and propietario.","36","1"
"146","2015-01-15 18:52:51","124","El Propio de Sucre","2","Changed tipo, genero, periodicidad, director and propietario.","36","1"
"147","2015-01-15 18:55:12","30","Luis Germán Rubiano Farak","1",,"26","1"
"148","2015-01-15 18:55:22","123","El Meridiano de Sucre","2","Changed tipo, medio, genero, director, gerentegeneral and propietario.","36","1"
"149","2015-01-15 18:57:36","31","Javier Ignacio Ramírez Munera","1",,"26","1"
"150","2015-01-15 18:58:44","9","El Diario del Otún","1",,"35","1"
"151","2015-01-15 18:58:50","122","El Diario del Otún","2","Changed tipo, genero, periodicidad, direccion, director, gerentegeneral, propietario and telefono.","36","1"
"152","2015-01-15 20:28:43","2","Medellín","1",,"30","1"
"153","2015-01-15 20:29:32","10","El Colombiano S.A. & CIA. S.C.A.","1",,"35","1"
"154","2015-01-15 20:29:46","7","El Colombiano.com","1",,"42","1"
"155","2015-01-15 20:34:08","3","Bolívar","1",,"29","1"
"156","2015-01-15 20:34:20","3","Cartagena","1",,"30","1"
"157","2015-01-15 20:35:05","8","El Universal.com","1",,"42","1"
"158","2015-01-15 20:42:59","11","Editora del Mar S.A.","1",,"35","1"
"159","2015-01-15 20:44:28","1","Sociedad Anónima ","1",,"33","1"
"160","2015-01-15 20:59:05","121","Vea Pues","2","Changed tipo, genero, periodicidad and propietario.","36","1"
"161","2015-01-15 21:05:58","12","Comunicadores de Risaralda","1",,"35","1"
"162","2015-01-15 21:06:53","32","Juan Guillermo Ángel","1",,"26","1"
"163","2015-01-15 21:07:04","120","La Tarde de Pereira","2","Changed tipo, genero, periodicidad, director and propietario.","36","1"
"164","2015-01-15 21:08:32","8","El Universal.com","2","Changed inicioyear and propietario.","42","1"
"165","2015-01-15 21:14:03","13","Grupo de Medios de Risaralda","1",,"35","1"
"166","2015-01-15 21:15:11","33","María Eugenia Velásquez Zapata","1",,"26","1"
"167","2015-01-15 21:15:50","119","Q´hubo Pereira","2","Changed tipo, genero, director, propietario and telefono.","36","1"
"168","2015-01-15 21:17:08","34","José Gregorio Esquea","1",,"26","1"
"169","2015-01-15 21:17:17","117","Hoy Diario del Magdalena","2","Changed tipo, genero and director.","36","1"
"170","2015-01-15 21:18:40","8","El Universal.com","2","No fields changed.","42","1"
"171","2015-01-15 21:19:00","14","Casa Editorial El Heraldo","1",,"35","1"
"172","2015-01-15 21:19:51","116","Al Día Santa Marta","2","Changed tipo, genero and propietario.","36","1"
"173","2015-01-15 21:21:14","35","Rosa Paulina Vives","1",,"26","1"
"174","2015-01-15 21:21:40","115","El Informador","2","Changed tipo, genero, gerentegeneral and telefono.","36","1"
"175","2015-01-15 21:23:13","114","Al Día Cartagena","2","Changed tipo, genero and propietario.","36","1"
"176","2015-01-15 21:24:32","113","Q´hubo Cartagena","2","Changed tipo, genero, propietario and telefono.","36","1"
"177","2015-01-15 21:25:58","111","El Universal","2","Changed tipo, genero, periodicidad, propietario and asociadoamediodigital.","36","1"
"178","2015-01-15 21:28:09","36","Helman Villamizar","1",,"26","1"
"179","2015-01-15 21:28:12","110","Q´hubo de Barrancabermeja","2","Changed tipo, genero, director and propietario.","36","1"
"180","2015-01-15 21:31:07","108","Q´hubo Bucaramanga","2","Changed tipo, genero, director and propietario.","36","1"
"181","2015-01-15 21:32:26","109","Q´hubo Sur de Santander","2","Changed tipo, genero and propietario.","36","1"
"182","2015-01-15 21:32:44","108","Q´hubo Bucaramanga","2","No fields changed.","36","1"
"183","2015-01-15 21:32:57","109","Q´hubo Sur de Santander","2","Changed director.","36","1"
"184","2015-01-15 21:34:09","107","El Frente","2","Changed tipo and genero.","36","1"
"185","2015-01-15 21:38:12","106","El Tiempo Bucaramanga","2","Changed tipo, genero and propietario.","36","1"
"186","2015-01-15 21:38:53","15","Caracol Televisión S.A","1",,"35","1"
"187","2015-01-15 21:41:49","37","Sebastián Hiler","1",,"26","1"
"188","2015-01-15 21:43:36","38","Alejandro Galvis Blanco","1",,"26","1"
"189","2015-01-15 21:43:46","39","Gonzalo Córdoba Mallarino","1",,"26","1"
"190","2015-01-15 21:43:53","105","Vanguardia Liberal","2","Changed tipo, genero, periodicidad, director, gerentegeneral and propietario.","36","1"
"191","2015-01-15 21:45:13","104","La Opinión de Cúcuta","2","Changed tipo, genero and periodicidad.","36","1"
"192","2015-01-15 21:46:03","9","Caracol tv.com","1",,"42","1"
"193","2015-01-15 21:46:26","16","Grupo Nacional de Medios","1",,"35","1"
"194","2015-01-15 21:47:02","40","Alejandro Samper","1",,"26","1"
"195","2015-01-15 21:47:41","103","Q´hubo Manizales","2","Changed tipo, genero, periodicidad, director and propietario.","36","1"
"196","2015-01-15 21:48:07","102","El Tiempo Manizales","2","Changed tipo, genero and propietario.","36","1"
"197","2015-01-15 21:52:31","101","La Patria de Manizales ","2","Changed tipo, genero and periodicidad.","36","1"
"198","2015-01-15 21:53:11","41","Tatiana Restrepo Pelaez","1",,"26","1"
"199","2015-01-15 21:54:16","9","Caracol tv.com","2","Changed director and observaciones.","42","1"
"200","2015-01-15 21:55:37","42","Alejandro Delgado","1",,"26","1"
"201","2015-01-15 21:55:40","100","Q´hubo Barranquilla","2","Changed tipo, genero, gerentegeneral and propietario.","36","1"
"202","2015-01-15 21:55:49","4","Valle del Cauca ","1",,"29","1"
"203","2015-01-15 21:56:34","99","El Tiempo Barranquilla","2","Changed tipo, genero and propietario.","36","1"
"204","2015-01-15 21:58:43","4","Cali","1",,"30","1"
"205","2015-01-15 21:58:58","5","Cartago","1",,"30","1"
"206","2015-01-15 21:58:58","98","El Heraldo","2","Changed tipo, genero, periodicidad and propietario.","36","1"
"207","2015-01-15 21:59:01","6","Buga","1",,"30","1"
"208","2015-01-15 21:59:22","7","Sevilla","1",,"30","1"
"209","2015-01-15 21:59:27","8","Tulua","1",,"30","1"
"210","2015-01-15 21:59:46","43","Marco Schwartz","1",,"26","1"
"211","2015-01-15 21:59:58","98","El Heraldo","2","Changed director.","36","1"
"212","2015-01-15 22:00:19","9","Roldanillo","1",,"30","1"
"213","2015-01-15 22:00:44","10","Buenaventura","1",,"30","1"
"214","2015-01-15 22:00:55","11","Ginebra","1",,"30","1"
"215","2015-01-15 22:02:13","12","Palmira","1",,"30","1"
"216","2015-01-15 22:04:00","5","Lunes a viernes","1",,"32","1"
"217","2015-01-15 22:04:23","97","Diario ADN Barranquilla","2","Changed tipo, genero and periodicidad.","36","1"
"218","2015-01-15 22:05:00","17","El País. S.A","1",,"35","1"
"219","2015-01-15 22:05:38","6","Dos o tres veces por semana","1",,"32","1"
"220","2015-01-15 22:05:44","96","Diario Mio Medellín","2","Changed tipo, genero, periodicidad and propietario.","36","1"
"221","2015-01-15 22:06:06","97","Diario ADN Barranquilla","2","Changed propietario.","36","1"
"222","2015-01-15 22:06:12","10","El País.com.co","1",,"42","1"
"223","2015-01-15 22:09:35","44","Rodrigo Morales","1",,"26","1"
"224","2015-01-15 22:09:46","95","Q´hubo Medellín","2","Changed tipo, genero, director and propietario.","36","1"
"225","2015-01-15 22:10:12","94","El Tiempo Medellín","2","Changed tipo, genero and propietario.","36","1"
"226","2015-01-15 22:12:58","45","Juan David Correa","1",,"26","1"
"227","2015-01-15 22:13:07","46","Felipe Lloreda","1",,"26","1"
"228","2015-01-15 22:13:15","47","Alexandra Plata","1",,"26","1"
"229","2015-01-15 22:13:32","93","ADN Medellin","2","Changed tipo, genero, ciudad, director, gerentegeneral and propietario.","36","1"
"230","2015-01-15 22:14:11","10","El País.com.co","2","Changed director and gerentegeneral.","42","1"
"231","2015-01-15 22:14:34","92","El Colombiano","2","Changed tipo, genero, region, periodicidad and propietario.","36","1"
"232","2015-01-15 22:14:48","10","El País.com.co","2","Changed inicioyear.","42","1"
"233","2015-01-15 22:15:34","48","Martha Ortiz Gómez","1",,"26","1"
"234","2015-01-15 22:15:41","92","El Colombiano","2","Changed director.","36","1"
"235","2015-01-15 22:16:48","92","El Colombiano","2","Changed asociadoamediodigital.","36","1"
"236","2015-01-15 22:19:03","49","Irene Gaviria Correa","1",,"26","1"
"237","2015-01-15 22:19:27","50","Ángela María Marulanda Maya","1",,"26","1"
